"datasetId","measurementId","measurementType","referencingId","sourceDoi","sourceId","timeRelative","timeUnit","timeAbsolute","parameter","inheritId","parameterDescription","parameterDataType","parameterText","parameterStatistics","parameterNumeric","parameterNumericOperator","parameterUnit","parameterUncertaintyType","parameterUncertaintyLower","parameterUncertaintyUpper","parameterUncertaintyUnit","ownerGroup","protocolId","instrumentId","X","X.1"
"10.1186/s12989-014-0052-6",96,"Property",93,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","410000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",97,"Property",93,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","43","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",98,"Property",93,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","400000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",99,"Instance",35,"",NA,6,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",100,"Material",99,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",101,"Property",100,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",102,"Medium",99,"",NA,NA,"",NA,"Class",38,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",103,"Medium",99,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",104,"Property",103,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",105,"Property",103,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",106,"Property",103,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","540000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",107,"Property",103,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","45","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",108,"Property",103,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","530000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",109,"Instance",53,"",NA,6,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",110,"Material",109,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",111,"Property",110,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",112,"Medium",109,"",NA,NA,"",NA,"Class",56,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",113,"Medium",109,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",114,"Property",113,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","9900","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",115,"Property",113,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",116,"Property",113,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","500000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",117,"Property",113,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","75","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",118,"Property",113,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","400000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",119,"Instance",71,"",NA,6,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",120,"Material",119,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",121,"Property",120,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",122,"Medium",119,"",NA,NA,"",NA,"Class",74,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",123,"Medium",119,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",124,"Property",123,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","100000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",125,"Property",123,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",126,"Property",123,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","680000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",127,"Property",123,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","50","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",128,"Property",123,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","570000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",129,"Instance",89,"",NA,14,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",130,"Material",129,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",131,"Property",130,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",132,"Medium",129,"",NA,NA,"",NA,"Class",20,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",133,"Medium",129,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",134,"Property",133,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",135,"Property",133,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",136,"Property",133,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","490000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",137,"Property",133,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","14","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",138,"Property",133,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","490000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",139,"Instance",99,"",NA,14,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",140,"Material",139,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",141,"Property",140,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",142,"Medium",139,"",NA,NA,"",NA,"Class",38,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",143,"Medium",139,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",144,"Property",143,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",145,"Property",143,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",146,"Property",143,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","390000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",147,"Property",143,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","30","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",148,"Property",143,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","400000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",149,"Instance",109,"",NA,14,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",150,"Material",149,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",151,"Property",150,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",152,"Medium",149,"",NA,NA,"",NA,"Class",56,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",153,"Medium",149,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",154,"Property",153,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",155,"Property",153,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",156,"Property",153,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","420000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",157,"Property",153,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","15","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",158,"Property",153,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","400000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",159,"Instance",119,"",NA,14,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",160,"Material",159,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",161,"Property",160,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",162,"Medium",159,"",NA,NA,"",NA,"Class",74,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",163,"Medium",159,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",164,"Property",163,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",165,"Property",163,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",166,"Property",163,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","410000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",167,"Property",163,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","8","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",168,"Property",163,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","380000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",169,"Instance",9,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",170,"Material",169,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",171,"Property",170,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",172,"Medium",169,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",173,"Property",172,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",174,"Property",172,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",175,"Property",172,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",176,"Property",172,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",177,"Property",172,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",178,"Property",172,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",179,"Property",172,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",180,"Property",172,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","0","=","milligram per kilogram","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",181,"Medium",169,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",182,"Property",181,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","37000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",183,"Property",181,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",184,"Property",181,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","550000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",185,"Property",181,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","78","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",186,"Property",181,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","500000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",187,"Instance",9,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",188,"Material",187,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",189,"Property",188,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",190,"Medium",187,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",191,"Property",190,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",192,"Property",190,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",193,"Property",190,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",194,"Property",190,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",195,"Property",190,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",196,"Property",190,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",197,"Property",190,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
